stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
16172,,"Den Haag, De Savornin Lohmanplein",52.067316999999996,4.246112999999999,0,,,1.0,
16174,,"Den Haag, Muurbloemweg",52.063918,4.2349120000000005,0,,,1.0,
16177,,"Den Haag, Oosteinde",52.026521,4.290051999999999,0,,,1.0,
16179,,"Den Haag, Hoge Veld",52.031588,4.285949,0,,,1.0,
16181,,"Den Haag, Parijsplein",52.019998,4.296214,0,,,1.0,
16188,,"Den Haag, Scholekstersingel",52.044875,4.377301,0,,,1.0,
16189,,"Den Haag, Gruttosingel",52.048425,4.382572,0,,,1.0,
16190,,"Den Haag, Oudemansstraat",52.062692,4.325332,0,,,1.0,
16191,,"Den Haag, Van Zeggelenlaan",52.056513,4.316016,0,,,1.0,
16192,,"Den Haag, Broeksloot",52.059768,4.333043,0,,,1.0,
16195,,"Den Haag, Van Zeggelenlaan",52.056292,4.3154959999999996,0,,,1.0,
16196,,"Den Haag, Dedemsvaartweg",52.05019,4.262573000000001,0,,,1.0,
16203,,"Den Haag, Erasmusplein",52.050491,4.300414,0,,,1.0,
16208,,"Den Haag, Prins Mauritslaan",52.095571,4.2764050000000005,0,,,0.0,
16217,,"Den Haag, Bouwlustlaan",52.046067,4.255387000000001,0,,,1.0,
16219,,"Den Haag, De Rade",52.047837,4.258098,0,,,1.0,
16227,,"Den Haag, Pisuissestraat",52.057134999999995,4.227956,0,,,1.0,
1622894,,"Den Haag, Barnsteenhorst",52.095192,4.357441000000001,0,,,1.0,
1623033,,"Den Haag, Barnsteenhorst",52.095199,4.357251,0,,,1.0,
16238,,"Den Haag, Sportlaan",52.0802,4.260374,0,,,0.0,
16242,,"Den Haag, Hoefbladlaan",52.065378,4.239891,0,,,1.0,
16244,,"Den Haag, De Savornin Lohmanplein",52.06714,4.245476,0,,,1.0,
16245,,"Den Haag, Forepark",52.070315,4.392392,0,NL:S:31008723,,1.0,
16249,,"Den Haag, Oostinje",52.083984,4.339169,0,,,1.0,
16252,,"Den Haag, Ternoot",52.082001,4.332548,0,,,1.0,
16253,,"Den Haag, Oostinje",52.083795,4.338181,0,,,1.0,
16254,,"Den Haag, Ternoot",52.08227,4.333417,0,,,1.0,
16258,,"Den Haag, Frederik Hendriklaan",52.092585,4.276217,0,,,1.0,
16265,,"Den Haag, Plesmanlaan",52.041104,4.367401999999999,0,,,1.0,
16266,,"Den Haag, Plesmanlaan",52.04067,4.368155000000001,0,,,1.0,
16270,,"Den Haag, Frederik Hendriklaan",52.092848,4.275568,0,,,0.0,
16277,,"Den Haag, Stuyvesantstraat",52.081648,4.34239,0,,,0.0,
16285,,"Den Haag, Kalvermarkt-Stadhuis",52.077951,4.316071,0,,,0.0,
16286,,"Den Haag, Kalvermarkt-Stadhuis",52.078156,4.316839,0,,,0.0,
16289,,"Den Haag, Carel Reinierszkade",52.086884000000005,4.347944,0,,,1.0,
16293,,"Den Haag, Reigersbergenweg",52.08931,4.352965,0,,,1.0,
16294,,"Den Haag, Hofzichtlaan",52.093915,4.362533999999999,0,,,1.0,
16295,,"Den Haag, Vlamenburg",52.091781,4.357986,0,,,1.0,
16310,,"Den Haag, Reigersbergenweg",52.089494,4.353413,0,,,1.0,
16313,,"Den Haag, Paul Krugerplein",52.068599,4.290216,0,,,0.0,
16314,,"Den Haag, Scholekstersingel",52.04441,4.376539,0,,,1.0,
16317,,"Den Haag, De la Reyweg",52.070944,4.285330999999999,0,,,1.0,
16318,,"Den Haag, De la Reyweg",52.071178,4.286288,0,,,1.0,
16321,,"Den Haag, Paul Krugerplein",52.068484999999995,4.289562999999999,0,,,0.0,
16349,,"Den Haag, Delftselaan",52.068483,4.294143,0,,,0.0,
16351,,"Den Haag, Kurhaus",52.113077000000004,4.28362,0,,,1.0,
16355,,"Den Haag, Lage Veld",52.021933000000004,4.29455,0,,,1.0,
16357,,"Den Haag, Laan van Ypenburg",52.044101,4.361619,0,,,1.0,
16358,,"Den Haag, Laan van Ypenburg",52.044853,4.360261,0,,,1.0,
16365,,"Den Haag, Lorentzplein",52.060864,4.326980000000001,0,,,1.0,
16367,,"Den Haag, Lorentzplein",52.06147,4.32647,0,,,1.0,
16368,,"Den Haag, Jonckbloetplein",52.058679999999995,4.322044,0,,,1.0,
16369,,"Den Haag, Leggelostraat",52.044465,4.275968,0,,,1.0,
16372,,"Den Haag, Thorbeckelaan",52.062858,4.260038,0,,,1.0,
16373,,"Den Haag, Walnootstraat",52.060638,4.2553540000000005,0,,,1.0,
16392,,"Den Haag, Margarethaland",52.091793,4.365589,0,,,1.0,
16393,,"Den Haag, Margarethaland",52.091578999999996,4.365784,0,,,1.0,
16396,,"Den Haag, Buitentuinen",52.056834,4.246789,0,,,1.0,
16397,,"Den Haag, Buitentuinen",52.056535,4.245674,0,,,1.0,
16399,,"Den Haag, Mozartlaan",52.05879,4.232652,0,,,1.0,
16408,,"Den Haag, Azaleaplein",52.073257,4.261862000000001,0,,,1.0,
16409,,"Den Haag, Azaleaplein",52.073136,4.261426999999999,0,,,1.0,
16410,,"Den Haag, Zonnebloemstraat",52.070969,4.255647,0,,,1.0,
16411,,"Den Haag, Zonnebloemstraat",52.071458,4.25702,0,,,1.0,
16412,,"Den Haag, Goudenregenplein",52.076496,4.264027,0,,,0.0,
16413,,"Den Haag, Goudenregenplein",52.07662,4.263863,0,,,1.0,
16416,,"Den Haag, Hardenbroekstraat",52.045277,4.290657,0,,,1.0,
16428,,"Den Haag, Theresiastraat",52.085919,4.337402,0,,,1.0,
16432,,"Den Haag, Laan van Nieuw Oost Indië",52.085899,4.33625,0,,,1.0,
16433,,"Den Haag, Laan van Nieuw Oost Indië",52.085663000000004,4.335978,0,,,1.0,
16434,,"Den Haag, Theresiastraat",52.086542,4.336775,0,,,1.0,
16435,,"Den Haag, Prins Clauslaan",52.082793,4.3296410000000005,0,,,1.0,
16436,,"Den Haag, Prins Clauslaan",52.083406,4.330851999999999,0,,,1.0,
16437,,"Den Haag, Koningin Marialaan",52.084459,4.3330150000000005,0,,,0.0,
16438,,"Den Haag, Kijkduin",52.066459,4.218161,0,,,0.0,
16445,,"Den Haag, Megastores hoofdingang",52.067065,4.318899,0,,,1.0,
16447,,"Den Haag, Wegastraat",52.068832,4.337453,0,,,1.0,
16449,,"Den Haag, Zonweg",52.066976000000004,4.341011,0,,,1.0,
16451,,"Den Haag, Weimarstraat",52.072675,4.275296,0,,,1.0,
16453,,"Den Haag, Weimarstraat",52.072928999999995,4.275538,0,,,0.0,
16454,,"Den Haag, Markenseplein",52.087790999999996,4.252376,0,,,1.0,
16457,,"Den Haag, Maurits de Brauwweg",52.108767,4.308441999999999,0,,,1.0,
16458,,"Den Haag, Plesmanweg",52.100351,4.301304,0,,,1.0,
16470,,"Den Haag, Vrederustlaan",52.036,4.271412000000001,0,,,1.0,
